Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Faces_8_Async
115,88,91,61,85,75,67,45,96,65,61,50,59,44,53,34,1460
0,2,5,30,1,34,0,24,4,1,28,26,32,22,26,854,2104
0,2,4,29,1,33,1,21,3,0,29,24,31,21,22,868,2107
42,49,46,69,48,64,58,86,50,61,65,80,66,82,87,136,1769
30,47,48,49,48,70,44,102,40,54,77,93,56,93,95,143,1809
46,59,53,63,61,77,63,77,63,65,81,69,51,77,81,103,1714
56,57,59,71,54,71,61,73,63,52,60,84,70,79,79,100,1697
83,61,72,77,76,78,55,52,73,56,70,62,61,66,64,83,1587
82,83,71,88,65,70,64,54,85,50,62,56,92,50,56,61,1554
28,42,45,64,40,69,38,99,38,46,68,94,73,89,95,161,1820
305,116,116,38,119,43,38,18,116,38,46,18,35,21,18,4,1020
15,31,38,58,32,77,45,88,38,50,64,90,57,84,95,227,1881
59,58,67,56,52,71,51,87,58,60,56,87,71,72,87,97,1698
171,100,96,57,98,66,55,40,102,56,66,35,53,37,42,15,1319
465,118,110,20,108,30,22,10,117,21,29,3,23,1,9,3,744
250,100,113,70,108,45,43,20,99,50,41,26,76,21,19,8,1142
109,76,81,59,82,73,54,60,73,64,77,55,61,56,57,52,1513
15,28,23,50,22,52,38,103,28,44,51,92,51,91,103,298,1945
19,24,27,57,23,52,42,108,25,50,47,103,60,99,109,244,1933
342,120,128,38,130,32,32,7,119,38,35,9,37,11,6,5,926
230,105,114,53,108,47,44,30,103,51,43,32,61,26,28,14,1186
106,79,96,54,81,91,58,46,78,60,77,61,70,46,45,41,1486
14,26,33,51,29,52,33,103,27,32,47,111,54,107,104,266,1933
220,107,116,59,124,55,46,15,116,47,54,23,42,31,24,10,1170
0,2,3,30,1,31,0,25,2,2,29,24,32,22,25,861,2109
35,49,57,54,60,70,38,90,47,60,75,76,53,79,88,158,1769
35,53,50,64,53,62,57,92,52,65,66,81,62,84,91,122,1773
163,86,76,63,81,77,55,43,89,46,79,42,55,47,46,41,1383
512,104,112,21,108,19,23,4,104,30,15,5,25,1,4,2,686
28,37,34,78,27,77,53,87,43,44,64,93,79,86,93,166,1832
119,91,95,58,98,68,63,44,85,67,77,44,61,47,38,34,1439
18,35,32,46,31,56,53,104,37,53,53,101,45,100,106,219,1907
3,6,5,39,8,33,16,81,6,8,36,88,36,91,81,552,2075
68,66,68,69,70,71,57,67,72,57,67,69,61,71,73,83,1632
130,77,73,76,85,72,68,44,82,70,79,38,59,50,49,37,1458
55,52,59,50,50,80,60,82,50,56,73,93,61,84,80,104,1725
2,8,12,33,5,37,2,85,6,12,32,79,42,72,83,579,2071
166,85,93,67,93,63,48,41,86,55,62,42,66,42,42,38,1360
55,56,57,80,56,63,57,80,53,51,65,87,84,86,77,82,1700
302,115,116,47,116,39,47,11,114,39,40,20,48,20,10,5,1026
6,18,16,39,18,43,24,91,14,24,49,89,41,91,87,439,2014
20,40,35,62,37,56,43,102,35,44,63,96,65,98,97,196,1868
63,66,62,71,68,71,53,69,67,49,76,69,64,75,70,96,1648
29,38,38,54,42,60,45,101,35,53,67,93,53,97,98,186,1850
62,66,66,68,67,73,61,67,65,62,75,66,68,67,66,90,1648
12,28,22,59,19,51,35,100,21,34,55,95,69,92,93,304,1947
159,84,95,56,88,72,56,40,91,52,58,55,56,48,47,32,1381
4,16,20,33,11,63,26,93,19,22,51,101,39,92,96,403,2011
468,107,106,25,108,26,31,7,103,31,32,6,27,8,3,1,763
26,36,34,57,45,71,39,88,47,29,71,96,35,107,99,209,1847
37,49,54,50,49,75,59,94,38,68,81,90,66,85,83,111,1778
33,51,36,61,41,60,52,98,54,50,62,85,53,90,101,162,1812
541,105,109,11,109,24,19,2,104,23,25,2,12,2,1,0,633
784,67,65,6,65,7,8,0,68,5,6,1,5,1,1,0,333
104,81,74,62,77,57,55,69,74,62,67,55,66,58,62,66,1538
187,106,96,65,99,48,50,44,103,54,54,30,65,33,41,14,1284
113,83,82,63,84,64,62,52,88,64,61,49,56,51,57,60,1493
39,55,46,66,48,74,78,72,57,54,74,87,62,89,74,114,1756
94,73,80,69,66,80,59,52,81,42,58,76,75,62,60,62,1549
206,99,116,64,116,53,49,20,110,57,42,29,53,29,31,15,1219
3,15,14,37,11,43,16,83,16,17,39,81,39,78,84,513,2037
0,3,2,32,3,28,2,30,2,2,30,29,32,30,29,835,2107
3,12,11,23,8,41,8,84,11,16,39,75,27,72,83,576,2065
50,62,57,66,61,69,53,80,63,59,72,69,61,73,81,113,1701
10,22,19,45,15,45,32,105,18,28,45,106,53,102,101,343,1990
22,41,40,76,43,61,60,94,38,68,67,85,76,88,91,139,1832
222,111,113,53,110,56,49,22,106,47,58,26,61,23,17,15,1180
370,121,111,44,112,28,34,12,120,26,30,10,44,11,11,5,901
0,9,11,42,11,39,13,89,13,16,35,88,38,88,93,504,2057
129,96,97,56,93,66,52,52,92,61,66,44,64,40,48,33,1416
18,30,27,62,26,56,51,104,32,55,53,97,61,96,106,215,1911
42,38,49,66,47,59,45,88,38,45,57,99,68,97,88,163,1797
74,70,53,62,56,60,68,82,64,62,69,71,65,74,76,83,1659
13,30,22,60,29,46,41,100,33,32,50,101,50,108,103,271,1935
33,57,58,58,55,65,42,92,54,51,65,84,64,81,89,141,1762
955,32,32,0,32,1,2,0,32,2,1,0,0,0,0,0,139
171,114,109,50,106,57,66,30,114,54,54,37,53,34,30,10,1286
35,45,52,51,53,80,53,88,46,55,80,93,49,94,89,126,1782
465,106,111,28,112,25,24,7,106,29,26,7,27,8,7,1,760
200,100,99,74,101,57,49,28,101,51,58,25,71,27,29,19,1247
889,48,50,0,50,1,0,0,48,2,1,0,0,0,0,0,203
364,112,114,32,114,52,33,8,115,32,49,11,29,11,11,2,914
9,26,24,42,23,56,34,109,26,37,55,104,43,103,109,289,1963
72,58,62,65,60,68,61,75,63,69,61,71,62,69,80,93,1663
13,25,30,52,29,67,44,91,33,37,58,103,45,102,99,261,1924
79,76,92,64,77,71,63,54,79,58,53,75,76,60,57,55,1564
97,72,69,69,71,70,64,62,75,63,69,60,64,62,65,57,1561
863,50,50,4,50,5,4,0,50,4,5,0,4,0,0,0,243
637,88,89,19,89,14,14,1,89,16,13,0,18,0,2,0,517
59,60,62,70,69,69,48,77,57,54,79,73,66,80,74,92,1670
206,106,98,60,104,62,52,25,110,41,64,28,50,34,29,20,1230
16,20,19,59,24,52,22,107,32,33,45,95,42,100,119,304,1952
1,2,1,30,1,32,0,21,1,0,33,20,31,20,20,876,2108
53,58,58,81,61,80,58,68,64,58,77,68,72,71,74,88,1676
26,44,48,58,48,73,46,81,45,30,72,101,57,101,82,177,1811
87,75,78,79,85,50,58,59,78,60,54,60,69,67,62,68,1562
276,108,106,52,101,41,48,22,109,41,35,27,56,22,23,22,1110
824,62,62,1,62,3,3,1,62,4,3,0,1,0,1,0,278
235,103,116,52,113,50,47,22,97,51,53,31,61,28,16,14,1171
64,63,58,71,64,62,54,77,60,56,71,70,68,76,74,101,1669
155,103,94,52,94,64,56,47,99,56,68,38,56,38,43,26,1358
38,39,46,71,45,69,57,81,50,50,57,95,61,94,92,144,1793
11,16,16,60,20,33,18,94,18,25,35,87,54,91,96,415,1995
37,37,45,71,44,63,40,94,42,58,57,84,67,83,99,168,1807
118,90,81,61,82,69,57,51,89,51,71,48,61,49,50,61,1469
68,68,78,67,74,75,70,56,77,68,62,68,62,64,65,67,1612
27,37,36,71,39,46,50,100,33,51,53,98,72,101,96,179,1858
2,11,8,37,14,31,8,76,10,7,38,74,32,80,75,586,2062
65,57,56,83,59,63,65,66,62,60,61,70,75,73,71,103,1673
25,44,34,73,45,53,44,94,35,38,73,90,71,101,85,184,1835
3,12,11,43,10,41,19,88,14,19,38,87,42,86,90,486,2043
94,90,76,59,81,66,63,58,86,53,75,54,58,59,54,63,1528
73,84,70,71,77,62,50,73,71,49,82,60,77,67,60,63,1584
15,22,25,44,16,47,35,108,17,43,43,103,58,94,103,316,1972
924,38,37,2,37,4,2,0,38,1,4,0,2,0,0,0,174
601,100,99,15,96,13,17,1,100,14,10,3,18,0,1,1,553
665,85,92,13,92,9,8,1,88,16,6,0,10,0,4,0,472
0,8,11,29,7,35,6,65,9,9,30,65,32,61,66,656,2080
181,108,99,56,100,58,49,38,109,43,58,35,54,36,39,26,1287
93,78,91,80,94,60,58,45,87,55,54,61,68,64,54,47,1511
414,111,106,28,113,29,33,14,106,34,41,8,26,15,9,2,852
37,47,48,80,54,64,42,87,45,43,72,87,76,93,85,129,1764
6,13,17,38,15,41,21,98,12,18,40,105,41,103,97,424,2029
52,61,66,74,70,70,65,63,57,62,78,71,74,75,59,92,1672
1,4,5,34,4,29,1,36,5,1,27,37,34,36,37,798,2096
270,114,125,49,124,40,31,21,109,43,44,20,55,19,16,9,1072
952,32,32,1,31,2,2,0,32,1,1,1,2,0,0,0,144
79,69,75,70,73,67,46,70,73,57,61,65,68,63,74,79,1597
1,6,5,37,7,30,6,76,5,10,33,71,36,73,75,618,2085
714,79,81,8,79,13,5,1,80,6,10,2,9,0,2,0,411
0,4,3,29,3,29,0,20,2,0,31,19,31,19,18,881,2106
20,35,24,60,39,61,56,103,31,60,80,88,49,103,99,181,1884
0,13,15,39,13,41,27,93,16,17,36,105,38,103,96,437,2044
521,105,98,23,97,24,29,4,107,21,21,5,22,4,6,2,684
539,103,103,19,102,24,18,4,101,17,25,5,22,4,2,1,646
856,52,49,6,50,3,5,1,51,2,5,1,6,2,0,0,254
944,33,32,3,32,3,2,0,33,1,3,0,3,0,0,0,154
713,84,85,4,86,5,7,1,83,9,7,0,4,1,0,0,404
154,96,92,69,96,51,65,41,93,63,58,39,68,43,38,23,1370
382,121,110,33,113,27,43,10,123,33,28,9,28,12,12,5,889
61,70,63,60,58,62,53,80,59,49,68,77,76,72,69,112,1673
300,112,117,38,119,42,49,15,109,53,47,16,39,18,12,3,1038
3,8,10,27,7,33,7,68,9,6,29,71,29,68,69,645,2079
130,94,101,59,96,65,55,44,102,58,52,48,56,43,52,34,1409
3,5,8,37,10,36,17,82,11,19,32,83,29,85,88,544,2071
100,79,77,83,75,62,66,53,85,67,54,50,79,48,59,52,1523
679,85,84,10,86,10,10,3,84,12,13,0,9,2,2,0,460
43,42,51,76,52,68,62,80,49,60,62,91,68,92,87,106,1761
6,17,21,40,19,45,16,104,12,31,48,93,47,91,99,400,2007
18,28,29,69,39,54,44,93,31,40,61,98,56,108,96,225,1895
31,43,57,54,51,68,44,91,48,61,57,88,55,82,96,163,1800
7,19,18,47,22,41,30,103,21,22,43,110,41,114,105,346,1998
62,51,57,77,60,74,65,71,60,71,68,71,65,74,80,83,1684
281,123,110,45,115,40,46,21,119,41,49,13,44,18,17,7,1060
99,82,86,65,81,61,64,60,75,70,63,58,77,53,53,42,1523
253,96,108,55,100,61,44,23,100,48,49,31,59,23,27,12,1156
126,80,82,81,89,55,57,52,80,72,62,39,74,46,52,42,1459
6,12,16,38,9,39,15,81,14,13,30,87,43,80,83,523,2040
145,87,94,83,96,53,48,42,86,57,56,40,82,42,41,37,1388
13,35,28,51,29,54,57,103,29,55,61,98,56,99,97,224,1920
10,17,17,50,20,34,29,100,21,25,33,104,43,107,104,375,2003
87,70,73,77,84,67,63,56,70,58,78,64,66,75,56,45,1563
117,89,75,61,72,74,67,54,89,56,71,51,64,48,54,47,1484
94,83,72,67,73,52,64,66,73,55,63,64,76,65,56,66,1560
117,89,79,77,87,57,52,53,86,50,68,45,72,53,50,54,1466
12,22,20,50,26,38,25,95,21,17,45,101,45,107,94,371,1976
102,99,80,67,93,55,61,59,94,59,73,42,59,55,54,37,1481
2,8,10,30,10,36,12,81,9,12,35,83,29,83,82,567,2072
15,24,23,59,25,41,46,108,23,50,44,103,58,105,107,258,1952
96,76,85,63,84,56,63,60,73,72,58,60,67,59,57,60,1546
0,3,1,31,3,28,1,23,1,0,32,22,31,24,21,868,2109
70,72,69,72,73,69,63,61,73,51,72,70,67,74,62,71,1611
366,114,112,39,113,39,27,13,108,24,46,14,44,15,7,8,915
69,56,69,77,63,78,44,67,60,46,68,78,79,72,71,92,1641
41,68,64,56,58,78,51,78,63,42,77,83,67,77,73,113,1704
110,93,99,52,97,63,60,53,89,71,65,48,58,46,49,36,1461
235,116,102,52,106,50,60,25,110,52,60,19,54,23,19,6,1166
626,84,86,20,87,17,18,3,84,23,18,0,19,1,3,0,548
8,13,16,49,9,49,17,97,15,16,40,101,54,94,99,412,2013
20,28,29,70,35,62,55,94,39,45,57,105,53,111,105,181,1886
302,112,122,51,116,37,44,12,115,47,28,19,54,13,15,2,1024
30,44,34,62,35,70,50,92,42,49,73,83,63,84,90,188,1829
64,61,61,86,61,53,66,63,69,50,45,79,78,79,71,103,1667
46,53,50,72,61,67,47,83,52,52,79,75,62,86,82,122,1730
240,105,105,48,103,57,45,32,102,54,58,23,53,21,29,14,1175
24,42,44,75,40,73,43,89,53,42,58,92,68,88,100,158,1814
8,22,17,41,20,34,27,107,18,25,41,104,42,107,103,373,2006
89,95,86,58,83,58,71,61,83,73,67,50,73,47,49,46,1525
67,68,75,56,79,71,59,66,64,60,79,72,56,76,62,79,1627
53,55,64,69,59,60,64,74,56,54,54,93,73,88,75,98,1710
212,122,107,49,105,56,58,25,119,41,57,27,54,25,22,10,1193
73,78,73,79,77,44,53,77,65,63,61,62,88,66,64,66,1603
37,48,44,66,48,63,54,90,45,58,70,82,65,86,87,146,1787
601,93,96,16,97,18,15,2,94,19,18,1,14,2,3,0,563
5,15,15,35,11,43,19,94,16,20,38,93,38,89,95,463,2034
52,47,54,63,51,59,70,81,52,68,51,90,61,87,86,117,1753
17,27,31,56,22,67,41,98,31,37,54,106,61,97,102,242,1914
792,67,60,5,62,6,9,2,67,4,8,0,3,2,2,0,327
66,60,60,82,63,63,51,75,60,57,66,69,79,72,75,91,1658
57,60,63,77,64,65,63,68,72,62,54,72,64,73,80,95,1675
5,15,21,52,23,50,21,92,21,26,46,93,44,95,98,387,1992
826,60,55,5,55,7,7,0,61,2,6,0,4,0,1,0,284
170,98,92,71,103,56,55,35,104,52,61,32,54,43,41,22,1320
157,82,97,62,105,75,52,35,87,68,78,34,49,42,40,26,1361
766,69,67,8,67,8,10,0,69,7,8,1,8,1,0,0,358
86,72,73,51,73,80,77,61,75,71,77,68,48,68,64,45,1585
150,91,89,56,83,70,55,46,93,47,62,52,60,46,48,41,1398
532,104,107,17,106,18,17,7,102,21,19,6,20,5,5,3,658
313,118,106,46,108,36,34,26,114,28,42,20,48,22,22,6,1020
289,109,120,48,118,42,34,18,111,43,38,20,48,18,20,13,1054
1057,8,8,0,8,0,0,0,8,0,0,0,0,0,0,0,32
8,15,11,43,17,39,22,99,14,23,46,94,38,100,98,422,2022
299,117,118,35,118,51,40,15,115,41,53,15,37,15,13,7,1024
86,66,72,66,75,82,52,60,71,60,80,58,58,61,65,77,1579
236,115,111,52,110,44,44,25,112,33,46,32,56,31,22,20,1159
3,15,16,46,13,52,15,97,15,17,49,96,49,93,97,416,2015
20,19,24,41,27,49,28,100,19,31,52,102,38,105,100,334,1959
64,60,55,61,61,67,61,80,62,63,71,73,53,79,82,97,1686
20,46,39,70,46,65,48,97,50,64,68,74,59,81,101,161,1826
325,103,115,39,115,43,29,21,102,42,44,20,40,20,20,11,1010
378,119,118,40,120,28,35,7,123,36,26,5,34,7,11,2,878
33,39,51,65,55,74,53,82,46,59,71,88,54,92,89,138,1789
3,15,13,42,18,38,14,99,14,20,44,91,38,96,98,446,2031
32,45,45,77,42,60,52,85,48,35,54,102,77,99,88,148,1800
17,22,28,58,27,37,27,107,22,35,36,105,59,104,107,298,1950
410,114,115,36,117,24,25,11,114,29,26,8,34,10,11,5,838
82,67,73,68,75,67,55,64,71,66,65,59,62,61,68,86,1597
131,81,87,74,84,62,61,46,91,63,49,50,67,47,56,40,1447
274,97,100,66,107,49,46,16,111,42,42,23,45,30,30,11,1114
0,4,10,40,6,35,7,80,9,10,26,83,39,79,85,576,2079
29,39,42,69,42,64,46,87,51,43,52,93,57,93,99,183,1825
0,7,4,34,10,26,8,63,7,9,32,59,28,65,63,674,2090
886,46,47,3,47,4,1,0,46,2,4,0,3,0,0,0,213
415,124,105,28,107,26,48,7,123,30,29,6,27,8,6,0,834
151,90,105,56,108,73,50,37,96,66,70,36,47,39,43,22,1354
230,106,101,56,101,58,51,25,111,45,53,26,51,26,30,19,1190
0,2,2,30,2,32,3,28,2,2,32,29,30,29,28,838,2108
2,13,20,50,17,46,32,97,17,31,39,105,49,102,101,368,2015
88,73,84,61,81,66,60,65,70,70,66,66,67,63,62,47,1564
308,115,112,53,115,33,39,18,112,42,39,12,53,15,15,8,1019
392,120,110,33,110,37,30,12,117,23,40,9,36,9,9,2,864
836,58,57,4,57,4,4,0,58,3,4,0,4,0,0,0,268
38,45,39,68,41,65,55,89,51,51,61,87,60,89,95,155,1799
7,23,19,41,15,54,20,99,21,21,52,94,47,90,97,389,1989
492,115,112,20,114,24,18,5,113,18,28,2,20,4,3,1,694
774,65,67,7,67,9,6,1,65,8,9,1,7,1,1,1,350
1,5,6,35,5,31,6,54,7,4,28,57,34,56,56,704,2089
482,104,118,20,117,28,18,5,107,33,24,4,18,3,8,0,723
13,20,23,44,15,42,24,96,21,23,33,100,51,92,97,395,1988
102,79,84,56,83,67,60,58,67,57,78,66,69,65,46,52,1526
50,53,57,50,51,61,65,83,44,60,64,92,65,86,74,134,1753
708,80,82,7,83,11,6,1,80,7,12,2,6,3,1,0,419
66,52,56,66,61,70,67,70,51,61,76,80,62,85,69,97,1689
80,74,66,70,64,69,54,71,74,59,67,58,72,56,71,84,1601
486,100,106,27,108,25,18,10,97,26,30,8,28,10,7,3,740
83,63,71,77,67,79,54,59,75,59,63,62,69,58,71,79,1592
150,95,93,73,98,69,46,37,97,46,72,35,66,40,39,33,1355
5,21,22,39,16,43,42,99,15,33,43,109,51,103,93,355,2006
158,86,86,53,78,69,61,53,81,66,66,48,66,40,48,30,1404
12,25,26,58,27,45,29,96,23,25,48,101,59,102,94,319,1948
21,38,48,63,42,56,34,94,42,46,46,92,65,86,98,218,1851
169,95,100,50,105,66,57,36,100,69,66,29,40,34,41,32,1329
90,69,86,67,87,80,69,45,77,75,73,56,58,57,53,47,1540
14,32,35,39,29,58,48,97,33,38,51,110,44,104,98,259,1925
1041,12,12,0,12,0,0,0,12,0,0,0,0,0,0,0,48
1,14,13,37,11,42,19,95,14,16,40,97,39,95,95,461,2045
65,72,74,70,67,77,65,61,83,71,59,57,66,50,72,80,1616
498,102,107,29,104,25,19,6,100,22,24,8,34,5,4,2,713
132,83,91,55,77,78,62,46,89,56,58,60,63,46,52,41,1447
70,69,74,66,71,80,67,59,75,66,71,65,63,62,65,66,1609
495,113,101,26,99,23,30,6,112,20,22,4,29,2,5,2,713
3,11,15,45,14,33,26,97,15,24,28,103,42,102,101,430,2043
2,11,10,21,6,26,8,55,6,3,27,59,30,55,50,720,2089
78,73,73,56,63,82,69,59,74,62,71,66,65,56,60,82,1602
529,103,107,25,105,19,20,2,105,23,15,3,25,1,4,3,658
76,78,78,65,81,83,48,61,78,51,86,58,62,61,61,62,1563
113,75,92,72,78,77,48,48,88,50,50,63,73,49,61,52,1483
465,105,109,27,109,27,25,8,101,31,31,6,31,6,4,4,766
604,97,90,16,90,20,17,3,98,10,19,3,15,3,4,0,560
76,63,71,70,65,78,54,72,54,65,81,69,85,63,63,60,1616
258,103,104,63,109,45,51,17,104,47,49,22,57,27,18,15,1135
56,61,58,65,62,54,57,83,51,56,68,81,71,85,73,108,1705
18,28,31,61,30,59,36,99,28,39,58,99,62,98,99,244,1905
151,86,90,71,86,68,52,40,84,48,66,48,77,44,38,40,1389
122,76,81,68,81,82,63,43,85,63,73,48,59,48,52,45,1470
8,14,13,44,11,46,17,99,16,18,42,97,44,95,101,424,2020
151,104,103,63,97,67,59,34,107,48,58,44,66,38,37,13,1338
706,80,77,13,76,12,10,1,82,7,9,1,12,0,3,0,428
53,50,68,56,58,55,51,81,48,51,47,99,68,89,79,136,1735
7,13,14,55,16,44,23,94,19,19,40,99,47,101,100,398,2009
362,110,100,47,97,42,43,13,110,31,39,15,50,12,13,5,948
144,102,86,68,86,47,63,49,96,50,53,46,74,46,43,36,1399
0,1,2,31,2,35,2,32,3,2,33,33,29,33,34,817,2106
115,85,89,66,89,74,61,41,92,56,67,50,59,50,48,47,1460
638,91,89,10,87,13,19,3,89,16,13,4,14,2,1,0,521
17,26,35,47,24,52,34,105,24,42,43,106,60,95,103,276,1934
670,91,87,8,89,7,13,2,90,11,10,0,7,2,1,1,465
45,65,59,66,69,55,72,74,69,62,61,78,52,88,78,96,1709
0,5,5,27,4,30,1,27,4,1,30,27,29,26,26,847,2102
952,32,33,1,33,1,1,0,32,2,1,0,1,0,0,0,142
14,12,15,49,16,46,23,88,18,27,41,87,42,88,94,429,2000
47,73,62,68,59,65,60,78,70,56,65,71,74,68,75,98,1684
37,41,39,79,51,62,56,86,47,56,68,84,61,96,92,134,1791
72,69,66,80,71,60,68,63,72,59,62,69,72,74,66,66,1619
150,89,84,61,91,78,46,44,91,48,83,37,52,44,46,45,1386
303,107,114,56,118,31,43,16,103,49,39,17,56,21,12,4,1039
59,56,56,68,53,58,69,79,56,63,55,85,71,82,79,100,1713
14,22,28,57,29,45,43,95,26,39,42,105,52,106,99,287,1947
474,104,103,36,108,27,20,6,109,19,27,6,26,11,11,2,748
335,123,108,39,111,37,46,13,121,34,42,10,38,13,11,8,967
382,109,116,33,118,45,25,9,112,29,44,12,28,14,12,1,884
150,97,86,65,99,50,63,46,91,61,69,37,58,50,40,27,1384
122,84,90,54,86,78,66,49,86,70,72,51,56,47,51,27,1458
920,41,40,1,40,2,1,0,41,0,2,0,1,0,0,0,173
43,61,50,74,51,56,69,83,61,59,57,82,73,83,83,104,1739
0,6,4,29,7,26,3,43,5,3,30,41,27,44,42,779,2100
83,72,69,54,71,68,60,72,67,52,75,77,57,79,67,66,1606
136,79,75,68,84,64,58,53,74,63,78,44,64,53,48,48,1457
75,61,69,60,76,80,71,56,71,68,77,67,43,74,66,75,1621
186,98,103,84,105,55,37,29,109,40,46,31,71,33,40,22,1263
475,116,112,29,114,17,27,4,115,27,20,0,28,2,3,0,724
13,29,28,75,33,58,33,103,36,34,56,101,63,106,110,211,1900
940,35,36,2,36,0,1,0,35,2,0,0,2,0,0,0,154
53,72,59,67,58,68,73,76,74,65,65,71,66,70,78,74,1676
137,97,94,67,98,53,53,50,88,59,66,41,72,45,41,28,1398
1,1,1,31,1,31,0,4,2,0,30,4,30,4,5,944,2110
6,11,11,42,12,35,17,87,16,15,31,89,36,90,92,499,2044
254,111,107,53,105,60,44,20,114,40,55,20,52,18,23,13,1123
244,102,109,56,109,49,39,26,100,43,51,29,58,29,24,21,1163
1,9,6,30,6,32,2,59,5,5,36,53,34,53,55,703,2084
52,60,63,80,67,59,62,66,65,62,58,69,71,73,71,111,1685
54,65,67,58,67,75,55,79,62,56,78,80,61,80,76,76,1673
129,85,85,60,76,78,53,51,88,52,66,52,66,43,54,51,1451
214,104,94,66,110,53,43,32,101,37,72,28,53,44,29,9,1219
34,55,56,82,57,59,55,79,56,57,59,78,80,79,80,123,1746
38,40,51,59,47,69,48,94,34,69,71,84,69,80,88,148,1796
13,25,29,55,28,53,41,96,25,41,52,100,56,99,96,280,1937
325,112,124,36,122,41,28,17,110,41,41,16,40,14,15,7,981
2,8,8,27,7,31,7,58,6,4,32,61,30,60,56,692,2085
927,35,37,3,37,4,1,0,35,3,4,0,3,0,0,0,173
32,39,46,69,45,63,57,85,47,56,54,93,62,92,93,156,1813
163,88,87,75,88,64,59,41,94,63,59,36,68,37,47,20,1362
76,71,75,67,68,79,50,65,80,45,63,74,65,67,74,70,1595
65,67,59,72,63,83,50,70,62,53,92,59,73,63,65,93,1637
54,65,64,55,58,58,68,83,57,64,60,86,69,80,75,93,1705
255,115,121,45,117,45,38,25,110,43,46,26,54,22,20,7,1110
22,23,19,43,28,36,30,107,19,29,49,104,38,113,103,326,1962
251,113,115,55,108,46,39,25,112,32,40,34,63,27,24,5,1126
866,51,52,3,52,4,1,0,51,2,4,0,3,0,0,0,233
399,126,105,34,112,25,37,11,124,22,34,5,29,12,9,5,852
124,96,90,53,87,71,61,45,96,50,68,50,56,47,45,50,1437
82,74,77,65,76,72,66,56,72,64,73,61,68,60,54,69,1576
1053,9,9,0,9,0,0,0,9,0,0,0,0,0,0,0,36
330,115,114,48,114,39,38,12,114,40,40,9,49,9,11,7,973
277,114,116,39,114,48,52,18,113,53,47,19,42,17,17,3,1079
134,80,69,75,76,69,57,48,86,41,70,53,62,60,54,55,1461
107,88,85,67,82,67,60,57,86,64,66,50,72,47,55,36,1487
26,44,41,57,43,68,57,85,51,44,63,95,48,97,92,178,1829
589,104,103,6,102,14,18,3,101,18,16,2,10,1,0,2,567
56,58,60,67,66,68,63,71,64,61,68,75,55,81,77,99,1689
75,67,69,80,64,77,57,64,69,55,70,68,83,63,66,62,1604
27,31,35,63,33,57,48,92,37,33,49,111,59,109,98,207,1874
713,77,84,8,85,8,6,0,78,13,8,0,6,1,1,1,413
636,98,90,11,89,10,18,2,97,9,10,3,13,2,1,0,510
655,89,95,5,95,15,7,2,88,15,16,0,6,0,1,0,480
0,7,6,28,4,30,3,53,2,3,33,52,35,50,48,735,2096
236,110,115,58,119,40,45,24,113,50,41,24,51,28,27,8,1154
856,53,55,2,55,4,0,1,53,3,4,0,2,0,1,0,244
45,52,49,65,50,65,67,80,47,51,71,93,69,94,75,116,1755
363,115,113,30,109,38,32,19,109,34,40,15,40,11,13,8,932
236,102,104,47,102,55,53,31,99,59,56,27,52,25,28,13,1194
299,118,122,39,119,37,41,19,111,47,41,17,49,14,12,4,1027
20,26,26,48,29,52,51,104,22,60,59,95,49,98,100,250,1931
63,62,62,60,60,74,47,77,53,50,81,74,71,72,68,115,1672
4,17,18,41,13,44,19,101,16,19,40,102,47,97,100,411,2020
54,58,68,67,76,64,55,72,53,66,77,71,64,79,67,98,1679
136,86,92,56,84,75,65,43,84,61,69,53,66,45,41,33,1427
397,114,103,39,107,30,38,10,113,25,35,12,36,16,9,5,877
12,22,21,36,18,46,34,99,18,25,47,107,43,104,95,362,1989
15,22,23,43,21,52,23,95,19,24,53,95,48,93,92,371,1965
509,110,106,18,107,22,22,7,109,21,24,4,18,5,6,1,687
197,108,97,57,96,50,51,44,94,52,63,32,72,31,30,15,1268
213,96,112,53,112,48,42,33,97,54,47,37,52,37,34,22,1235
167,102,101,60,96,54,66,35,100,57,51,43,67,38,33,19,1329
40,49,58,54,51,75,50,83,50,49,67,93,60,86,84,140,1762
146,89,97,73,97,62,45,43,96,57,55,39,66,39,50,35,1379
304,109,116,48,111,44,35,18,112,38,36,22,50,17,21,8,1033
82,74,69,62,68,84,70,58,79,63,78,60,58,59,63,62,1583
224,104,109,52,109,58,48,25,97,49,65,29,59,29,18,14,1194
58,53,55,55,55,56,53,93,41,59,68,89,67,89,81,117,1735
14,18,16,38,14,40,32,119,11,37,45,112,47,110,112,324,2006
0,4,6,31,5,32,1,58,4,4,31,57,32,56,58,710,2096
28,49,39,62,39,61,45,98,45,48,65,85,66,85,94,180,1823
25,43,33,59,28,59,44,101,36,37,61,98,71,93,94,207,1863
346,111,116,39,115,33,33,18,107,42,36,14,44,13,14,8,961
71,62,60,68,67,60,55,81,59,59,70,75,64,82,78,78,1657
7,13,12,27,11,30,15,89,15,15,27,88,26,87,91,536,2058
169,93,99,62,100,56,51,43,88,64,62,36,66,37,38,25,1337
