Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Faces_8_Async
532,102,100,25,102,25,16,5,100,18,29,1,25,3,3,3,658
111,83,81,71,89,65,52,58,76,67,80,41,70,49,51,45,1484
123,88,89,59,82,67,65,50,89,70,59,46,65,39,51,47,1459
81,66,50,75,62,55,66,79,65,63,68,66,64,78,78,73,1642
0,1,1,31,1,31,0,1,1,0,31,1,31,1,1,957,2112
956,31,32,1,32,1,1,0,31,2,1,0,1,0,0,0,138
81,71,69,71,66,71,63,62,74,63,65,60,71,57,65,80,1597
243,106,110,54,108,52,45,25,107,47,49,27,55,25,26,10,1156
15,24,22,49,18,58,32,111,20,36,58,105,57,101,107,276,1953
5,12,13,34,8,41,10,93,12,14,36,90,39,85,93,504,2048
14,25,29,53,33,55,41,105,33,48,51,102,41,106,113,240,1930
675,89,89,8,89,12,9,0,90,9,11,0,7,0,1,0,452
443,107,111,33,112,25,26,9,110,32,23,7,29,8,12,2,797
66,68,70,75,70,92,52,59,75,52,85,61,68,61,66,69,1603
493,103,96,32,97,30,26,6,108,16,26,9,26,10,11,0,731
337,118,107,43,105,48,41,11,121,24,43,17,42,15,14,3,965
354,116,118,26,113,41,29,21,105,36,47,16,42,11,10,4,940
277,124,122,48,126,34,39,17,121,43,41,11,47,15,14,10,1046
71,64,69,56,71,89,55,68,69,70,86,58,49,60,73,81,1623
59,63,72,79,70,73,40,73,74,51,60,71,70,69,84,81,1640
39,48,45,74,50,68,50,86,43,45,78,88,74,93,81,127,1767
6,13,16,39,14,37,37,92,16,27,32,105,38,103,95,419,2034
2,11,12,38,10,37,16,92,12,19,34,90,39,88,93,496,2055
551,100,105,23,109,12,15,4,96,22,20,2,23,6,0,1,627
4,6,8,30,5,38,9,70,10,5,31,76,29,73,74,621,2077
212,110,105,42,104,62,50,37,100,55,71,27,53,26,27,8,1221
1,7,3,27,10,29,3,49,7,3,36,45,20,52,49,748,2093
327,117,121,32,118,46,39,12,121,41,39,14,31,11,16,4,973
67,71,66,75,76,57,51,75,73,49,65,72,63,82,77,70,1628
105,75,76,75,85,59,55,49,83,45,60,60,58,69,57,78,1523
72,65,70,81,61,65,69,68,69,72,52,70,86,61,72,56,1627
1,2,2,33,4,31,1,35,4,4,31,32,29,34,37,809,2102
78,70,65,76,60,63,59,70,65,54,63,70,86,65,65,80,1618
312,118,110,44,114,43,43,15,118,38,47,12,40,16,15,4,1007
74,58,56,68,59,80,54,74,64,61,77,65,59,68,80,92,1651
70,70,57,66,58,64,70,73,75,57,60,73,60,74,78,84,1653
23,23,29,53,25,59,34,93,30,36,48,97,50,93,100,296,1920
0,5,3,33,5,36,5,67,4,7,39,63,32,65,66,659,2091
153,115,98,50,104,55,53,47,101,48,75,35,58,41,33,23,1335
188,92,102,50,92,71,51,39,90,58,63,42,62,32,37,20,1303
27,52,40,77,38,65,49,98,47,51,68,84,84,82,93,134,1800
8,17,20,47,17,43,19,112,16,33,41,101,51,98,111,355,2001
3,17,19,49,16,40,23,100,15,23,39,102,54,99,98,392,2014
24,34,25,54,26,65,46,105,34,40,66,102,53,103,105,207,1892
186,99,95,49,91,75,61,31,100,54,70,34,52,30,32,30,1298
928,37,36,1,36,4,3,0,38,2,3,0,0,0,1,0,171
316,127,114,30,107,40,46,21,127,35,33,19,37,12,21,4,1001
24,43,38,59,38,49,46,99,41,51,51,89,61,89,97,214,1860
970,29,30,0,30,0,0,0,29,1,0,0,0,0,0,0,120
410,107,114,40,114,34,22,8,111,28,30,9,36,9,12,5,842
12,34,39,65,34,61,48,95,37,42,53,106,67,101,98,197,1887
25,40,39,59,35,63,57,97,42,56,57,97,61,93,99,169,1852
421,116,111,34,113,27,28,9,114,25,31,7,34,9,7,3,819
532,109,104,15,105,23,22,4,111,19,22,2,12,3,6,0,649
526,108,104,19,104,18,22,7,104,22,22,3,23,3,3,1,665
15,28,20,41,23,55,26,105,19,27,67,96,47,99,96,325,1953
13,32,30,61,29,48,52,92,36,44,43,98,58,97,96,260,1920
112,71,87,61,80,67,62,57,72,74,59,61,67,54,58,47,1517
17,26,30,59,28,57,27,113,26,49,55,95,61,93,113,240,1918
75,69,63,82,73,59,51,69,65,52,73,62,76,72,65,83,1613
41,54,44,56,43,58,46,104,47,56,64,84,64,83,97,148,1787
11,9,11,47,14,39,19,90,13,24,38,87,40,90,94,463,2027
572,97,103,18,105,17,13,3,98,20,18,2,15,4,4,0,597
118,92,96,63,91,61,53,55,89,64,59,48,71,43,52,34,1447
5,8,10,35,6,44,17,85,13,18,35,86,34,82,90,521,2057
56,58,64,64,50,80,51,74,66,49,58,82,70,68,82,117,1692
1,8,11,35,7,45,11,88,9,15,40,87,38,83,89,522,2062
1065,6,6,0,6,0,0,0,6,0,0,0,0,0,0,0,24
47,68,56,71,64,54,66,75,65,55,65,74,66,82,72,109,1703
4,8,11,34,9,38,11,71,9,11,35,74,35,72,72,595,2062
118,86,81,61,85,51,54,66,76,58,65,57,67,61,56,47,1492
63,66,69,70,63,66,74,64,63,67,63,74,79,68,61,79,1652
310,121,117,29,115,45,43,18,115,38,49,19,37,17,12,4,1010
367,110,110,27,106,50,40,13,107,37,49,16,34,12,10,1,931
84,73,75,59,64,75,63,65,63,60,74,70,80,59,55,70,1591
132,92,90,53,82,73,63,49,92,58,65,52,61,44,49,34,1432
443,126,117,28,118,21,21,7,123,15,25,4,30,5,4,2,756
27,35,37,61,42,69,50,85,38,40,71,97,53,102,88,194,1845
181,118,106,55,101,57,57,32,108,47,62,30,70,25,22,18,1261
341,110,119,49,119,38,36,7,117,41,31,11,42,11,14,3,951
158,99,88,64,89,49,60,48,86,58,63,39,76,40,35,37,1374
9,16,19,49,22,64,26,97,26,34,57,92,36,95,107,340,1974
1035,13,13,1,13,0,0,0,13,0,0,0,1,0,0,0,55
3,13,12,39,13,38,11,97,11,13,41,94,40,95,95,474,2044
2,5,5,32,7,28,3,48,7,2,28,49,28,51,50,744,2092
358,104,108,38,105,42,29,20,98,33,45,20,47,17,14,11,961
95,80,81,44,72,86,59,64,69,57,88,67,64,58,53,52,1545
843,58,56,4,55,2,3,1,57,1,2,1,6,0,0,0,259
66,49,52,75,49,65,51,77,58,53,53,78,69,75,86,133,1707
162,102,102,57,103,64,55,35,100,52,67,38,58,39,33,22,1324
6,18,16,57,19,53,27,87,21,22,53,90,51,93,90,386,1985
207,104,111,55,104,56,44,32,104,48,49,35,62,28,32,18,1230
650,92,94,11,94,12,7,1,92,9,12,1,11,1,1,1,483
146,85,88,72,83,60,56,48,89,61,51,46,73,41,52,38,1413
405,115,115,31,114,30,31,10,113,33,31,8,34,7,8,4,848
62,72,62,63,64,57,60,82,64,57,67,75,69,77,74,84,1664
16,29,28,59,22,52,34,105,30,39,45,99,64,93,106,268,1927
104,85,75,76,75,63,55,66,83,64,65,47,78,47,64,42,1511
170,86,95,60,101,52,48,48,83,62,61,43,57,49,45,29,1358
741,80,74,5,75,6,11,0,80,5,7,0,4,1,0,0,376
367,118,115,33,112,39,32,14,120,30,34,13,34,10,16,2,909
2,8,8,30,7,29,7,69,7,7,29,69,32,68,68,649,2084
22,37,31,71,34,52,44,97,31,41,61,94,74,97,91,212,1872
11,11,19,45,12,37,19,99,15,19,26,107,48,100,103,418,2021
806,64,63,6,63,5,4,0,64,3,5,0,6,0,0,0,301
1,9,7,28,7,30,5,65,8,9,31,59,29,59,64,678,2086
32,41,41,76,54,52,53,90,42,63,64,80,62,93,91,155,1809
1085,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4
8,14,15,42,11,44,27,91,11,22,43,97,49,93,88,434,2022
977,27,27,0,27,1,1,0,27,1,1,0,0,0,0,0,115
4,12,15,40,14,45,16,90,16,18,40,91,37,90,94,467,2032
3,8,7,34,8,30,9,65,11,3,28,70,30,71,68,644,2077
2,7,7,29,8,27,5,63,8,10,27,58,27,59,64,688,2089
90,69,82,75,71,86,55,50,80,57,64,61,75,50,61,63,1546
115,73,75,64,76,69,70,54,73,67,70,59,63,60,54,47,1518
150,94,95,58,91,74,55,44,97,60,67,40,59,36,47,22,1372
559,104,103,17,105,19,20,0,106,18,19,1,13,3,2,0,608
63,67,70,57,69,74,72,71,66,73,74,73,59,72,70,59,1648
189,90,97,59,99,63,60,29,91,59,64,37,56,39,30,27,1302
57,64,46,71,48,61,57,85,57,51,70,73,76,75,78,120,1710
749,77,76,6,76,5,6,0,77,4,5,1,6,1,0,0,363
443,115,117,27,120,22,25,7,114,30,26,4,25,7,6,1,776
1,5,7,27,3,32,1,54,6,5,27,52,30,48,55,736,2097
158,109,98,63,92,45,68,40,102,49,46,48,76,42,33,20,1346
766,74,68,6,69,5,9,1,73,4,7,0,6,1,0,0,350
697,78,81,10,80,17,9,0,82,11,12,1,7,0,4,0,440
238,108,115,46,121,51,57,19,112,65,53,18,36,24,23,3,1153
227,108,107,51,105,52,59,22,110,51,48,29,51,27,24,18,1193
68,67,74,73,75,51,53,75,63,59,56,76,76,77,71,75,1635
545,102,101,19,103,22,22,2,105,21,21,2,14,4,5,1,639
0,5,5,27,1,34,2,49,2,5,33,46,34,42,46,758,2101
710,87,79,7,78,7,14,0,88,5,5,1,7,0,1,0,413
563,101,91,23,93,17,25,6,97,21,23,0,25,2,2,0,626
881,47,49,1,50,2,3,0,47,5,3,0,0,1,0,0,220
23,27,40,68,38,57,42,91,31,54,51,92,66,90,95,224,1875
235,107,108,52,106,58,38,30,105,42,58,27,56,25,28,14,1170
692,78,82,16,82,11,7,1,79,10,10,2,15,2,2,0,447
119,81,78,70,84,62,54,60,87,61,62,50,58,56,66,41,1484
51,71,58,77,73,56,59,77,65,54,77,69,68,84,71,79,1670
244,118,109,45,107,51,56,24,114,50,53,21,51,19,20,7,1142
331,113,108,37,107,40,41,22,104,41,48,17,47,16,13,4,998
71,71,66,68,69,60,66,72,74,68,60,65,62,68,75,74,1631
878,49,48,1,48,6,2,0,49,1,6,0,1,0,0,0,221
0,2,7,34,4,34,6,65,6,9,27,67,33,64,69,662,2095
19,25,39,65,35,75,40,95,32,48,64,101,62,97,102,190,1876
29,48,49,51,49,71,58,90,44,55,75,94,55,94,86,141,1804
596,97,97,20,98,14,15,1,98,14,14,2,18,3,2,0,563
129,91,99,73,93,69,53,39,102,55,52,45,68,39,50,32,1404
3,5,3,41,9,39,5,70,9,5,41,68,31,74,74,612,2070
160,92,99,57,90,68,50,41,94,47,57,51,64,42,43,34,1360
19,39,36,45,36,52,45,95,37,29,54,108,47,108,93,246,1893
3,10,9,28,8,33,8,66,8,5,34,68,31,67,64,647,2074
85,58,62,71,59,83,65,53,71,50,67,72,61,69,66,97,1617
29,43,47,70,45,48,46,93,40,55,49,88,75,86,90,185,1824
619,96,95,13,96,9,12,5,91,13,15,3,17,4,0,1,535
3,11,11,43,18,48,27,101,8,22,58,106,39,113,98,383,2030
163,108,102,62,104,58,59,34,107,54,61,33,61,35,33,15,1310
19,39,37,52,35,62,40,93,33,27,66,104,60,102,87,233,1876
4,21,17,45,21,37,29,108,21,38,41,95,41,99,108,364,2008
275,113,128,32,116,53,35,24,108,47,46,27,49,15,19,2,1073
1,11,7,37,6,28,14,79,5,6,33,83,44,82,73,580,2076
39,39,40,56,38,76,51,85,46,39,67,98,51,96,92,176,1812
166,93,102,55,102,55,56,44,91,70,57,39,57,39,42,21,1346
112,93,82,62,83,61,61,53,87,52,68,51,67,52,47,58,1480
506,108,102,17,99,29,27,8,107,24,27,5,21,2,7,0,703
19,33,35,60,37,63,50,93,30,46,68,99,61,101,90,204,1879
23,37,26,65,34,46,38,104,35,38,56,93,59,101,102,232,1887
1017,18,18,0,18,0,0,0,18,0,0,0,0,0,0,0,72
389,120,113,35,118,27,34,10,118,31,34,6,32,11,8,3,867
11,30,28,43,24,65,51,102,30,44,61,107,47,103,102,241,1936
321,104,108,48,111,43,42,14,110,48,40,12,39,15,20,14,1018
650,89,84,16,86,16,12,2,91,9,16,0,12,2,4,0,498
13,11,18,35,12,49,29,86,19,19,35,103,33,97,94,436,2016
170,102,99,63,105,60,41,41,104,45,64,34,55,40,43,23,1307
1,3,3,36,5,29,4,42,5,2,29,44,32,46,44,764,2097
0,1,2,31,1,31,0,7,2,0,29,8,31,7,8,931,2111
76,67,56,78,60,76,64,67,70,64,77,56,71,60,70,77,1622
315,106,107,49,115,40,38,15,110,32,44,22,37,30,19,10,1025
120,91,90,70,89,54,44,60,84,56,60,47,78,46,53,47,1453
995,23,23,0,23,1,0,0,23,0,1,0,0,0,0,0,95
53,75,77,62,71,73,64,67,76,62,66,71,67,65,68,72,1639
63,54,51,63,50,71,56,82,52,54,72,81,66,80,80,114,1709
247,120,110,37,102,53,49,30,112,42,53,27,53,19,22,13,1142
193,101,111,53,115,53,57,31,103,73,55,25,47,29,33,10,1258
135,81,89,69,83,62,51,53,82,60,55,52,74,46,54,43,1443
2,4,5,35,5,37,10,65,7,9,34,67,32,67,68,642,2084
162,98,112,64,110,65,56,25,98,56,63,39,66,37,25,13,1307
11,24,23,55,21,53,41,105,26,33,49,112,55,110,107,264,1956
1053,9,9,0,9,0,0,0,9,0,0,0,0,0,0,0,36
44,38,42,65,43,82,41,82,47,38,74,89,55,90,91,168,1782
671,88,88,7,85,12,14,1,89,12,8,3,9,0,2,0,468
113,84,88,70,88,68,55,46,88,50,64,55,66,55,50,49,1470
115,74,80,61,70,62,70,59,63,71,63,64,82,54,48,53,1527
65,72,52,53,53,76,70,80,64,59,85,71,60,72,72,85,1670
117,81,100,57,98,69,45,51,84,59,64,56,56,54,54,44,1458
1,12,8,33,10,33,17,91,11,14,36,90,32,92,90,519,2068
87,79,74,63,73,59,62,66,70,50,67,73,73,72,57,64,1577
541,98,100,26,103,17,17,7,97,23,21,3,24,6,6,0,654
401,111,106,31,110,41,28,14,109,31,47,6,29,10,12,3,866
135,105,95,53,100,59,52,53,91,51,78,44,62,49,39,23,1391
161,92,89,67,84,61,60,46,89,58,59,45,75,40,43,20,1371
167,78,87,61,86,72,55,45,79,64,70,45,61,44,46,29,1382
255,115,120,45,120,41,46,20,107,39,49,32,53,32,12,3,1112
141,90,97,61,89,61,52,50,85,58,58,51,74,43,45,34,1408
11,15,14,55,19,40,31,108,18,44,42,94,47,99,111,341,1998
158,99,94,74,100,54,51,43,101,55,58,34,66,40,45,17,1342
99,88,83,62,89,65,69,49,95,61,64,52,49,58,56,50,1505
56,72,64,82,67,74,64,67,79,68,70,55,72,58,74,67,1635
7,21,22,55,25,58,28,101,24,35,58,95,49,98,104,309,1962
6,12,16,46,16,36,18,81,14,13,34,90,44,90,83,490,2028
135,78,81,85,89,63,57,39,91,56,58,43,64,51,52,47,1434
110,85,84,66,86,69,56,59,82,62,74,52,67,54,56,27,1483
102,69,73,71,72,75,50,62,82,63,61,53,59,52,75,70,1545
191,96,93,73,97,56,67,26,103,62,53,28,62,32,33,17,1285
18,32,29,61,33,50,35,94,38,37,48,89,51,93,100,281,1905
101,85,81,56,81,77,73,52,79,70,83,51,62,51,46,41,1511
2,10,12,27,10,46,18,82,10,20,44,82,29,80,82,535,2059
329,109,103,51,109,34,35,25,99,44,50,10,55,16,15,5,1005
748,77,75,4,75,9,5,1,76,4,10,0,5,0,0,0,365
30,39,46,81,51,53,48,82,41,45,56,92,74,97,84,170,1809
89,74,71,70,69,65,66,59,76,57,61,65,70,63,61,73,1577
28,23,27,57,29,57,46,104,25,51,57,103,53,105,106,218,1906
436,100,93,39,96,34,32,14,101,29,36,10,35,13,15,6,844
55,68,57,82,63,63,68,65,74,61,63,61,70,67,71,101,1667
29,47,40,54,46,59,54,89,45,48,67,88,50,94,87,192,1827
748,71,72,9,71,9,8,1,72,9,7,1,9,0,2,0,379
34,42,48,61,41,60,50,93,38,57,57,92,72,85,89,170,1816
16,33,27,54,24,66,42,110,37,43,59,103,53,100,114,208,1909
42,56,54,63,49,64,59,89,55,59,60,87,69,82,88,113,1752
577,96,98,20,96,25,13,1,96,9,23,7,22,5,1,0,593
48,51,45,61,45,71,42,95,45,49,77,82,67,82,89,140,1758
571,96,98,18,98,18,21,4,93,25,21,2,21,2,1,0,612
307,114,121,36,115,42,31,22,111,36,39,24,45,18,19,9,1022
77,77,85,61,77,60,58,73,69,67,60,72,77,64,65,47,1587
358,106,109,34,112,44,32,17,104,38,49,14,33,17,15,7,951
293,119,113,37,115,49,47,15,122,40,48,16,32,18,18,7,1040
64,60,60,80,64,59,54,78,61,60,62,72,75,76,79,85,1667
241,107,109,48,105,60,47,23,104,43,59,29,55,25,20,14,1160
4,15,15,43,12,28,11,93,8,21,32,83,53,80,86,505,2042
208,92,113,55,109,68,36,27,104,50,52,34,47,30,39,25,1233
611,96,92,14,92,14,19,3,94,15,16,3,16,3,1,0,552
34,48,54,67,47,66,52,91,44,56,63,93,78,86,87,123,1780
446,110,113,28,114,24,29,6,111,28,24,10,26,11,7,2,787
30,58,54,56,58,72,50,89,49,67,85,68,61,72,80,140,1762
828,55,64,5,64,2,0,0,55,9,2,0,5,0,0,0,277
464,118,111,22,114,23,30,4,120,22,24,5,17,8,6,1,744
416,111,118,34,119,33,27,2,114,29,31,7,30,8,5,5,820
98,76,77,68,72,65,61,62,84,60,52,64,65,59,70,56,1548
0,4,7,37,3,35,11,71,6,9,29,76,39,72,73,617,2088
169,101,90,73,97,58,48,41,102,44,64,34,65,41,42,20,1320
12,23,20,50,21,41,37,101,18,20,47,115,54,116,96,318,1976
61,89,80,75,78,54,60,68,79,58,62,61,87,59,58,60,1591
3,15,12,46,16,44,29,98,15,20,48,104,42,108,98,391,2024
463,103,110,26,112,31,22,6,106,26,30,9,21,11,9,4,767
66,62,54,70,59,67,54,80,56,51,78,75,71,80,74,92,1672
180,108,95,66,104,51,51,33,113,41,55,30,52,39,38,33,1286
562,100,98,21,100,22,16,3,100,15,24,2,19,4,3,0,613
48,65,70,76,70,62,71,64,62,62,65,78,79,78,61,78,1674
99,77,85,63,91,70,50,58,77,64,76,52,57,58,58,54,1517
735,77,75,6,74,10,6,3,78,6,8,1,6,0,4,0,389
959,31,31,2,31,0,1,0,31,1,0,0,2,0,0,0,134
1,9,9,38,12,39,6,96,9,15,42,87,35,90,96,505,2060
38,39,50,62,44,81,49,86,49,54,65,92,58,86,96,140,1787
34,38,45,65,47,68,56,87,40,57,68,93,61,95,89,146,1809
7,10,12,47,12,43,17,91,16,16,37,94,41,94,97,455,2030
20,27,30,41,21,66,45,99,33,41,51,106,44,97,105,263,1926
655,86,81,16,78,16,18,2,86,10,13,5,19,2,2,0,505
0,7,8,28,5,33,3,75,7,9,30,70,31,67,75,641,2090
95,76,77,72,75,59,75,58,75,76,58,58,75,56,57,47,1553
127,89,90,54,79,71,45,58,87,51,62,53,67,42,56,58,1452
511,112,110,13,106,23,29,2,112,21,19,8,17,4,2,0,680
12,24,23,48,20,47,28,113,21,27,47,113,54,110,110,292,1968
18,29,24,49,24,56,30,107,26,33,59,99,52,99,104,280,1931
480,104,107,36,108,27,23,2,110,25,22,3,29,4,8,1,732
811,62,64,3,64,1,5,2,61,9,2,0,4,0,1,0,300
37,48,45,72,50,62,72,84,41,74,74,79,74,84,77,116,1779
167,102,93,61,96,59,49,45,95,46,69,39,65,42,38,23,1331
124,92,80,77,87,52,45,60,92,46,59,47,70,54,60,44,1450
32,49,45,58,46,56,41,93,41,41,65,89,65,90,85,193,1811
32,52,48,64,39,68,60,91,52,60,59,87,73,78,91,135,1791
571,99,101,21,100,14,17,3,98,17,14,5,23,4,2,0,602
386,106,108,35,106,45,33,11,107,33,42,13,36,11,12,5,900
191,100,93,55,95,65,55,37,102,58,65,27,51,29,39,27,1288
75,74,79,71,75,76,46,66,78,55,68,62,71,58,70,65,1579
78,69,73,69,69,73,74,58,78,68,60,68,64,64,67,57,1600
0,2,2,29,1,32,1,20,1,1,32,20,31,19,19,879,2110
58,62,52,49,52,72,77,81,60,74,74,74,51,74,79,100,1713
11,17,11,39,16,37,30,94,13,27,46,91,38,96,90,433,2019
145,96,89,73,94,59,43,46,100,47,60,35,64,40,50,48,1381
21,30,34,63,35,54,47,96,38,53,47,94,54,95,104,224,1890
39,55,51,78,52,65,53,79,62,54,59,74,70,75,86,137,1744
95,77,72,82,77,64,52,58,76,48,70,57,78,62,57,64,1539
78,75,76,66,73,66,75,61,76,71,62,66,68,63,62,51,1591
435,116,113,22,114,31,34,5,118,29,30,7,19,8,7,1,796
0,1,1,31,1,31,0,5,1,0,31,5,31,5,5,941,2112
144,92,88,66,91,63,64,38,94,56,64,42,61,45,40,41,1398
64,67,58,83,64,61,47,79,68,52,66,65,76,71,80,88,1650
50,57,54,53,56,71,65,77,55,53,75,86,53,88,75,121,1730
202,105,107,54,108,59,44,30,107,41,58,35,51,36,32,20,1236
266,103,103,56,97,54,45,25,105,44,46,26,60,20,27,12,1130
6,26,24,48,21,54,39,103,20,34,57,106,57,103,97,294,1967
114,76,88,70,82,72,54,52,83,70,59,48,69,42,59,51,1486
87,73,64,65,74,70,75,59,70,68,83,57,58,67,56,63,1585
0,5,1,37,7,26,7,50,3,3,34,50,33,56,48,729,2097
462,111,111,33,113,24,20,6,112,21,25,5,30,7,7,2,751
8,19,17,64,18,39,36,98,22,27,37,105,60,106,101,332,1986
133,90,84,52,83,74,59,50,93,53,70,50,50,49,53,46,1439
188,104,99,64,105,58,52,31,107,45,61,33,55,39,34,14,1268
66,77,66,82,69,67,58,65,78,48,69,64,78,67,66,69,1608
16,23,23,65,24,64,44,94,27,40,61,98,60,99,98,253,1924
5,18,19,50,18,43,25,97,19,22,41,101,50,100,98,383,2002
4,9,11,54,18,35,18,84,14,17,37,87,42,94,89,476,2034
15,26,25,57,28,57,39,103,25,47,61,94,55,97,102,258,1929
618,100,86,15,89,12,20,4,98,9,17,1,14,4,2,0,540
331,117,115,35,114,35,48,15,118,48,33,13,35,12,16,4,983
26,36,35,62,41,70,40,92,42,37,70,94,50,100,98,196,1846
69,70,70,61,66,80,61,69,71,63,75,67,64,63,70,70,1623
465,109,107,29,105,25,31,8,111,34,21,3,29,1,10,1,764
86,63,57,85,66,64,57,70,65,65,71,56,74,65,72,73,1608
182,110,108,56,111,48,53,35,106,55,55,31,57,34,31,17,1271
31,52,44,74,38,55,52,93,44,51,57,86,88,80,85,159,1801
21,40,41,57,36,57,38,100,26,37,66,102,76,97,86,209,1865
71,76,86,72,82,67,66,52,79,64,60,64,73,60,55,62,1577
221,110,96,61,96,48,57,34,104,56,54,21,67,21,28,15,1215
13,24,27,53,26,52,45,103,22,46,53,105,56,104,101,259,1946
485,99,112,33,108,24,27,0,103,33,16,7,33,3,4,2,733
33,43,39,58,31,67,39,92,44,28,58,99,65,91,93,209,1831
65,65,60,67,54,79,45,79,68,37,70,82,70,76,82,90,1658
7,16,16,40,14,37,19,96,21,20,30,95,37,93,101,447,2025
79,67,65,65,70,60,76,66,62,73,70,67,65,72,61,71,1626
217,78,102,69,112,64,40,23,95,58,57,29,42,39,40,24,1241
313,115,110,41,112,44,40,18,113,39,48,14,41,16,16,9,1015
8,18,19,54,26,30,19,101,19,24,36,97,46,104,102,386,1997
145,82,86,64,77,75,63,43,77,64,71,46,78,37,38,43,1422
139,93,92,67,97,54,58,47,94,62,58,42,61,47,48,30,1404
57,55,56,79,68,67,49,70,57,47,77,73,65,85,72,112,1684
359,108,113,39,111,35,35,14,113,35,28,19,36,17,19,8,946
80,58,62,63,68,66,59,74,63,61,67,76,52,82,79,79,1643
72,67,66,81,64,61,61,63,72,61,54,62,78,60,68,99,1628
71,63,64,66,62,56,46,87,60,59,57,75,71,73,84,95,1662
406,117,110,31,110,40,30,8,117,22,40,9,31,9,8,1,841
103,84,84,66,82,76,62,48,91,55,67,55,61,53,55,47,1496
7,15,16,39,14,40,27,91,19,23,34,96,37,94,95,442,2025
27,30,21,56,29,63,39,103,33,43,68,90,45,98,106,238,1895
42,59,69,62,65,83,60,72,73,63,65,79,52,75,86,84,1697
3,8,11,42,11,44,18,84,15,14,37,91,35,91,91,494,2048
199,96,88,49,89,60,60,44,97,61,60,35,47,36,45,23,1302
254,110,120,47,114,50,39,22,110,45,44,26,53,20,22,13,1119
6,11,13,44,17,45,27,97,14,27,46,99,37,103,100,403,2025
440,111,115,33,118,28,20,6,110,25,32,5,31,8,5,2,782
210,98,93,54,101,67,51,33,99,53,74,26,45,34,34,17,1247
78,76,75,66,79,56,61,71,67,65,69,66,71,70,62,57,1594
266,111,102,51,105,55,52,18,112,43,57,18,47,21,19,12,1111
882,49,47,3,47,3,1,1,49,0,3,0,3,0,1,0,216
967,30,30,0,30,0,1,0,30,1,0,0,0,0,0,0,124
1,14,15,40,16,37,12,100,14,21,38,92,39,93,100,457,2040
2,4,2,39,6,26,1,45,2,1,32,43,37,47,43,759,2093
29,37,42,67,42,59,36,97,40,42,56,96,64,96,100,186,1836
24,34,39,65,39,76,44,92,39,50,71,91,60,91,97,177,1843
713,78,74,11,74,13,10,2,78,7,13,1,11,1,2,1,424
3,12,12,35,13,37,12,91,11,14,39,89,35,90,90,506,2051
1049,10,10,0,10,0,0,0,10,0,0,0,0,0,0,0,40
116,87,86,59,85,81,59,45,89,47,78,56,58,55,47,41,1461
80,70,72,83,73,65,60,57,73,54,63,65,79,66,60,69,1585
94,72,69,73,77,62,60,65,71,65,71,57,66,65,64,58,1565
46,39,40,67,31,72,58,89,45,53,57,95,70,86,95,146,1798
7,20,19,39,15,42,18,101,17,17,41,101,46,97,98,411,2009
470,106,113,22,114,29,25,4,104,29,32,7,23,8,2,1,748
508,105,95,27,96,29,27,6,108,18,27,5,23,6,9,0,705
236,105,104,65,109,45,53,21,113,46,42,27,52,32,29,10,1173
13,21,17,46,20,39,23,98,18,19,45,98,46,101,95,390,1988
403,126,117,28,120,22,27,13,118,26,33,5,33,8,5,5,833
357,111,109,36,108,41,38,16,110,38,41,14,38,13,15,4,948
26,37,35,68,41,56,40,92,39,44,60,86,60,92,94,219,1852
38,55,44,67,45,63,49,87,52,42,67,83,69,84,84,160,1773
1,5,6,30,7,37,9,63,9,6,34,67,25,68,67,655,2086
8,17,16,37,15,47,28,103,17,29,46,101,38,100,103,384,2013
11,15,17,47,15,47,29,91,17,27,43,95,47,93,93,402,2000
132,78,91,59,80,80,53,46,84,54,63,58,64,47,52,48,1448
28,47,36,70,46,65,59,89,47,60,75,77,60,87,89,154,1811
132,90,95,61,96,68,52,48,84,63,75,42,66,43,42,32,1414
248,110,105,42,103,52,47,30,104,41,56,31,50,29,24,17,1160
1073,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,16
70,67,67,71,68,73,56,69,66,64,75,61,71,62,68,81,1625
330,110,110,38,111,49,36,16,104,35,56,17,43,18,10,6,990
0,3,3,29,2,29,1,19,2,0,29,20,31,19,18,884,2109
125,76,94,64,87,64,49,54,81,72,52,49,66,42,59,55,1467
75,76,59,68,72,62,64,70,73,58,78,59,58,72,67,78,1615
26,39,41,59,42,59,49,95,38,52,61,94,59,95,94,186,1847
21,46,58,54,45,73,56,87,40,60,66,95,73,82,81,152,1814
0,2,2,29,2,31,0,18,2,1,31,17,29,17,18,890,2110
463,110,105,30,104,25,34,6,111,29,23,6,30,5,7,1,768
4,6,7,32,8,36,6,68,7,6,36,69,30,70,69,635,2075
7,17,16,46,17,42,31,102,14,34,46,98,48,99,99,373,2009
580,88,96,17,95,24,17,4,89,23,22,6,17,5,5,1,610
91,74,76,70,80,67,70,60,77,78,68,54,63,58,63,40,1555
2,13,12,38,8,38,14,80,8,10,39,83,47,79,75,543,2052
178,90,94,64,86,58,62,41,89,63,51,44,73,36,40,20,1340
40,46,53,63,55,67,45,78,50,40,65,90,57,92,82,166,1768
