Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Contact_perimeter_8_Async
156,99,111,58,110,57,40,41,89,51,66,42,69,41,31,28,996
130,85,87,64,84,68,63,44,92,55,58,54,60,51,51,43,1034
36,46,49,67,53,66,43,87,44,46,72,87,65,91,85,152,990
0,3,2,29,2,31,0,28,1,0,33,27,31,27,26,849,240
0,9,7,26,8,25,1,56,5,2,30,53,29,54,52,732,360
2,7,13,37,10,43,20,75,14,16,33,85,33,82,82,537,586
162,98,105,62,105,59,52,35,93,56,64,38,67,38,30,25,1010
36,42,52,64,51,69,56,91,45,65,65,92,62,91,94,114,1060
111,74,70,83,76,64,59,53,80,56,64,52,71,58,59,59,1034
32,53,39,51,36,52,54,104,44,50,58,94,63,91,95,173,988
13,19,23,42,20,50,20,99,20,25,46,98,44,95,100,375,746
17,21,19,39,19,36,26,106,13,31,44,99,47,99,98,375,754
673,94,94,4,95,7,8,0,94,8,8,0,3,1,0,0,432
25,43,37,67,42,66,59,92,43,51,71,94,62,99,92,146,1028
8,17,16,43,18,43,20,105,17,25,45,99,41,101,105,386,740
170,103,107,55,103,53,45,46,101,56,51,39,61,35,44,20,1000
58,70,56,65,56,60,59,83,56,48,74,80,79,80,69,96,1042
176,98,96,64,96,51,55,38,94,53,55,38,68,38,34,35,986
966,30,29,0,29,2,1,0,30,0,2,0,0,0,0,0,124
81,79,78,54,73,65,61,69,67,66,72,63,71,58,57,75,1060
173,94,91,68,91,57,63,34,93,55,58,39,69,39,33,32,1002
171,88,90,74,92,67,49,38,94,49,63,40,66,42,44,22,994
11,17,12,39,15,34,24,92,11,22,43,89,42,92,86,460,664
2,8,6,29,7,30,6,65,4,4,35,65,32,66,61,669,428
232,115,107,46,105,53,56,26,109,47,57,27,54,25,20,10,950
61,56,67,76,58,69,70,64,60,65,56,80,81,71,68,87,1076
51,62,62,70,70,60,51,78,54,56,76,73,70,81,70,105,1040
62,55,68,72,66,73,65,65,65,65,61,78,64,76,75,79,1078
191,102,105,67,100,62,53,25,111,51,48,30,63,25,34,22,980
233,109,104,55,102,65,49,24,113,49,59,19,53,17,28,10,944
258,110,105,38,104,53,60,26,107,59,55,22,42,21,23,6,944
189,107,97,59,102,57,62,30,104,55,65,27,57,32,27,19,998
1,6,10,35,6,39,6,60,11,2,30,68,34,64,65,652,444
108,84,86,68,82,68,68,43,89,53,59,60,67,56,48,50,1052
207,107,102,64,106,56,59,22,110,53,57,23,57,27,25,14,980
83,65,62,70,60,71,53,70,63,52,71,68,74,66,68,93,1018
57,64,76,64,68,88,65,62,69,65,75,74,67,66,67,62,1100
31,51,34,54,35,67,59,96,43,46,76,92,61,93,88,163,1000
615,88,96,18,97,17,12,0,88,18,18,2,17,3,0,0,504
330,126,119,31,116,42,42,12,123,34,42,13,37,10,9,3,832
318,112,115,43,115,44,44,12,111,47,45,12,44,12,11,4,858
169,92,77,72,86,54,66,41,93,52,62,40,62,49,42,32,1006
0,3,3,27,1,31,1,13,1,0,31,14,31,12,11,910,180
43,41,46,79,54,66,52,78,54,53,61,82,58,90,91,141,1010
69,57,61,65,62,66,54,74,56,57,68,75,65,76,73,111,1020
47,54,48,65,43,66,58,88,51,45,64,95,73,90,85,117,1028
84,76,74,55,70,71,60,70,68,63,75,65,67,61,62,68,1060
6,15,10,48,21,33,21,111,17,34,42,93,35,104,113,386,752
180,108,112,51,103,60,64,25,106,54,53,39,62,30,23,19,1008
14,21,21,39,20,42,27,96,21,30,41,93,40,92,96,396,736
709,79,79,13,79,9,6,2,79,6,9,2,13,2,2,0,392
13,23,29,55,30,55,42,96,24,39,55,105,53,106,97,267,890
1,9,8,34,9,24,4,74,8,10,26,67,34,68,73,640,462
15,27,29,61,30,49,54,99,19,49,58,106,68,107,91,227,950
847,57,57,3,57,3,1,0,57,1,3,0,3,0,0,0,244
9,31,27,51,29,55,49,94,28,38,60,101,52,103,91,271,896
196,99,106,68,110,50,51,28,99,59,54,27,64,31,28,19,984
781,73,67,6,67,3,8,0,74,2,2,0,5,0,1,0,318
103,78,81,61,83,62,51,65,74,54,68,65,63,67,61,53,1038
131,90,76,78,83,56,75,40,93,60,60,41,68,48,43,47,1046
199,101,108,51,102,60,52,31,100,55,55,35,58,29,30,23,974
733,74,74,10,76,7,9,1,74,9,9,1,8,3,1,0,374
51,51,67,74,64,67,62,67,62,63,53,82,66,79,78,103,1060
55,60,62,66,65,70,59,67,60,54,73,74,63,77,67,117,1030
790,64,68,4,68,7,3,1,64,8,7,0,4,0,1,0,310
9,26,31,63,27,58,38,105,26,50,54,98,67,94,105,238,930
60,67,56,57,54,70,63,81,55,55,80,78,71,76,69,97,1050
225,118,110,36,104,51,55,33,105,49,58,31,55,25,20,14,954
38,42,48,81,56,62,46,87,48,63,64,76,67,84,93,134,1026
26,33,29,45,29,66,50,96,33,42,66,100,45,100,96,233,922
78,62,68,68,68,91,50,65,64,56,89,65,66,65,67,67,1050
53,50,53,78,50,64,56,85,57,61,54,83,74,80,92,99,1054
20,33,32,76,33,48,34,99,34,34,48,98,74,99,100,227,910
711,81,78,6,78,13,10,1,81,6,13,2,6,2,1,0,394
105,80,81,70,83,66,50,55,80,48,68,58,68,60,55,62,1020
275,109,113,64,111,43,45,14,114,42,36,21,61,19,19,3,898
31,35,44,73,40,60,47,93,40,47,51,102,72,98,98,158,994
2,6,9,37,9,43,16,65,10,10,39,74,33,74,69,593,520
609,92,94,19,95,12,12,5,88,16,17,3,22,4,1,0,508
58,64,59,64,56,65,67,80,59,66,67,76,72,73,75,88,1076
11,30,20,44,20,57,39,112,25,45,62,96,49,96,107,276,886
92,71,67,67,65,66,62,67,71,59,64,66,69,64,67,72,1046
357,107,121,31,115,38,33,16,106,46,33,17,38,11,15,5,806
48,39,39,68,44,70,59,83,44,55,70,87,58,92,88,145,1010
375,114,113,34,111,30,37,16,109,38,33,14,41,12,11,1,788
31,34,40,49,35,64,55,86,34,43,59,104,54,99,86,216,940
64,71,72,72,68,77,55,66,78,52,66,70,69,66,73,70,1062
13,21,27,52,26,56,27,106,25,35,51,104,49,103,110,284,854
0,7,4,30,7,26,4,57,4,4,32,54,30,57,54,719,378
285,100,123,51,123,40,39,13,102,51,38,24,49,24,15,12,882
19,29,32,54,26,56,43,101,32,42,47,105,57,99,104,243,912
110,76,73,76,71,77,55,58,75,54,76,56,79,54,57,42,1046
15,25,28,57,25,53,35,101,22,38,53,101,63,98,98,277,870
511,111,109,15,108,23,20,7,110,20,23,5,17,4,6,0,618
12,14,23,55,20,52,31,95,22,30,41,105,50,102,103,334,804
70,69,64,81,67,73,62,60,71,51,74,66,76,69,62,74,1058
0,7,5,40,8,27,9,75,6,8,31,74,38,77,74,610,496
583,98,102,22,104,9,13,3,100,19,9,1,18,3,5,0,538
244,116,120,48,116,49,39,22,115,42,46,23,53,19,21,16,910
0,2,3,34,2,31,2,43,3,4,29,42,34,41,44,775,320
2,20,13,35,13,37,23,101,11,21,46,96,44,96,92,439,692
87,84,81,50,74,90,58,60,90,49,77,66,51,59,66,47,1062
114,76,75,64,70,74,58,63,75,62,70,58,70,53,62,45,1050
167,97,95,62,90,57,67,38,101,64,48,39,63,34,42,25,1028
681,88,78,11,78,13,15,2,88,5,13,2,11,2,2,0,428
76,59,61,84,58,65,58,70,66,61,55,69,80,66,77,84,1048
10,15,16,36,18,58,24,102,14,25,61,102,35,104,101,368,760
177,93,96,57,97,69,50,37,95,47,68,43,54,44,39,23,986
50,56,58,65,57,69,78,66,53,58,71,88,69,87,63,101,1074
121,86,84,71,88,76,60,42,95,57,71,43,58,47,51,39,1046
8,18,15,39,16,34,15,97,11,14,42,95,45,96,90,454,656
64,73,63,77,67,66,70,66,75,66,68,60,71,64,68,71,1090
18,34,27,59,35,51,43,98,36,39,57,95,49,103,100,245,908
210,114,96,49,91,55,65,32,107,49,57,30,61,25,25,23,970
32,39,42,70,41,70,43,98,37,59,71,85,73,84,96,149,1010
8,25,22,45,20,53,41,109,24,35,52,112,48,110,108,277,880
659,84,87,13,87,10,14,3,84,18,10,2,13,2,3,0,462
40,50,62,68,51,67,54,83,53,55,53,94,76,83,86,114,1044
45,45,56,82,64,57,56,76,54,60,56,83,65,91,85,114,1046
301,108,103,50,101,50,48,16,115,39,41,20,45,18,23,11,864
221,104,107,48,100,48,62,32,104,64,41,33,55,26,32,12,982
118,81,72,66,82,65,55,62,82,59,74,49,55,59,63,47,1038
28,39,35,50,33,55,48,108,37,57,55,95,54,93,106,196,970
3,6,10,49,14,49,16,81,18,11,41,90,33,94,93,481,632
58,59,59,69,55,63,56,82,66,64,52,74,66,70,89,107,1044
18,26,37,53,30,67,54,93,28,54,58,104,58,97,95,217,962
74,74,68,58,67,83,58,63,68,51,88,64,65,63,57,88,1036
1,9,8,36,9,34,5,92,9,13,35,83,35,84,92,544,562
238,108,101,52,101,55,60,22,109,49,54,26,51,26,23,14,946
47,47,48,73,48,79,53,74,63,50,63,78,57,78,90,141,1004
5,17,14,44,14,34,16,93,14,11,37,95,47,95,90,463,648
226,94,98,59,92,61,42,36,97,48,52,34,62,28,39,21,932
7,19,20,48,14,42,29,93,16,21,39,102,57,96,90,396,736
158,87,98,63,86,71,54,39,91,56,55,48,71,36,43,33,1008
141,83,83,68,75,69,56,48,85,48,59,56,74,48,50,46,1006
1,5,4,29,6,29,3,45,5,3,31,44,27,46,45,766,328
390,109,112,33,111,34,28,15,109,33,33,13,34,12,15,8,752
1,9,5,28,11,24,7,51,7,4,32,50,24,56,49,731,368
2,11,10,42,19,28,12,92,12,17,36,86,32,95,93,502,614
12,12,13,42,17,41,18,96,18,20,39,95,32,99,102,433,682
426,114,104,31,107,34,38,6,118,30,33,4,24,7,10,3,728
81,69,78,69,68,76,58,61,68,55,67,73,80,63,60,63,1058
14,18,23,56,24,59,33,95,32,32,46,101,41,102,109,304,836
124,84,80,90,89,52,67,41,91,59,54,45,74,54,48,37,1054
235,101,112,62,114,41,43,26,104,49,40,31,57,33,29,12,934
535,105,104,26,107,14,14,6,104,16,18,3,24,6,5,2,582
120,95,91,71,99,48,46,56,82,53,69,45,76,53,43,42,1026
426,112,112,39,110,25,35,5,114,34,21,6,39,4,7,0,732
317,116,118,39,118,42,36,16,112,38,46,16,43,16,12,4,842
0,5,7,41,8,40,5,69,7,8,39,68,38,69,71,614,488
550,100,101,26,100,16,18,5,101,21,14,3,26,2,6,0,578
5,12,7,56,13,41,22,95,13,14,46,98,49,104,96,418,702
46,57,51,66,55,68,61,81,57,59,72,77,62,81,81,115,1048
6,16,20,44,15,42,21,98,14,17,39,106,51,101,96,403,718
20,40,35,65,38,60,46,100,48,54,55,87,54,90,108,189,980
421,108,114,32,112,31,32,7,115,37,22,8,27,6,14,3,734
37,52,43,63,52,61,60,92,40,59,82,84,66,93,80,125,1046
190,105,109,57,104,56,59,27,107,52,49,38,60,33,29,14,996
211,94,90,76,101,55,42,33,99,45,61,26,60,37,38,21,944
183,106,104,52,103,63,60,28,103,52,65,34,56,33,25,22,996
28,30,32,58,31,62,55,100,34,49,57,108,55,107,104,179,986
433,105,116,39,118,24,29,3,110,37,21,6,32,8,8,0,722
90,73,63,76,77,53,63,64,71,60,69,57,64,71,62,76,1046
228,111,109,42,110,60,45,31,109,51,63,23,43,24,29,11,946
0,3,1,32,4,27,1,40,2,2,31,37,30,40,39,800,292
56,58,56,62,69,76,52,80,56,56,91,74,51,87,78,87,1054
185,95,105,64,112,64,41,28,102,43,64,36,50,43,35,22,966
345,118,109,38,108,41,36,18,118,30,40,15,39,14,18,2,808
67,76,60,62,61,75,66,73,72,58,80,65,65,66,69,74,1072
315,110,118,34,114,46,40,18,108,51,44,15,40,11,16,9,856
3,10,12,46,11,45,12,78,19,15,35,77,38,76,87,525,588
22,28,37,55,35,68,38,100,31,52,63,95,54,93,103,215,942
93,80,75,60,64,72,64,62,82,48,59,73,69,62,64,62,1046
234,117,120,45,114,56,51,18,116,47,51,25,52,19,17,7,946
138,90,92,65,91,64,63,42,93,67,60,40,63,39,45,37,1044
208,118,102,51,112,38,53,38,105,54,61,21,54,31,25,18,970
593,97,102,19,103,12,13,0,98,16,12,2,17,3,1,1,524
270,113,106,51,110,41,53,20,113,47,45,19,47,23,20,11,908
74,63,64,65,55,83,47,76,68,53,69,71,69,62,81,89,1026
14,23,29,45,30,53,34,95,30,31,47,104,37,105,102,310,830
354,107,108,43,104,43,33,15,110,31,36,18,44,14,18,11,788
162,102,100,71,97,57,59,33,101,59,55,31,75,28,32,27,1018
0,3,5,27,2,31,0,21,4,2,27,21,29,18,22,877,214
98,65,70,65,74,68,62,66,62,72,75,61,64,65,63,59,1066
172,114,100,56,100,60,62,32,112,45,62,35,58,35,30,16,1008
41,38,35,60,36,56,34,107,39,49,56,89,58,90,108,193,938
21,28,30,51,27,63,37,98,30,29,58,108,52,105,100,252,882
334,116,117,40,114,36,37,17,110,41,39,14,49,11,11,3,830
47,63,58,56,54,79,51,81,62,44,76,83,61,79,80,115,1022
24,32,32,57,29,45,34,108,34,45,40,97,58,94,110,250,894
13,35,27,50,26,49,49,110,26,46,57,105,60,104,101,231,940
3,8,10,32,5,28,6,61,7,3,24,66,38,61,60,677,418
262,106,111,50,117,57,43,17,112,53,57,12,38,18,23,13,910
29,39,41,59,39,47,48,94,31,51,53,93,69,91,86,219,940
5,22,14,52,16,38,19,115,20,31,42,95,52,97,113,358,776
58,67,53,82,63,57,78,68,75,62,59,70,64,80,76,77,1094
150,96,87,73,89,60,51,47,97,51,61,38,70,40,48,31,1010
17,31,36,56,34,49,30,103,32,40,46,98,57,96,104,260,882
61,60,67,83,70,72,75,58,70,80,65,60,70,63,68,67,1116
33,41,45,60,39,74,62,85,46,55,63,96,61,90,90,149,1024
944,36,35,1,35,0,1,0,36,0,0,0,1,0,0,0,146
180,99,104,66,99,73,49,27,101,50,66,31,69,26,29,20,988
242,97,87,62,93,65,45,28,106,36,62,27,47,33,37,22,906
173,96,87,75,93,69,56,30,108,41,63,36,57,42,42,21,992
104,88,83,72,89,55,52,62,85,59,64,50,69,56,59,42,1054
57,61,71,64,72,72,46,75,58,54,76,77,66,78,72,90,1042
272,115,110,43,109,57,45,19,117,39,54,20,42,19,21,7,894
352,122,117,36,123,30,32,14,120,31,38,10,32,16,12,4,796
41,47,53,63,54,70,53,85,46,52,72,92,63,93,84,121,1032
1,6,8,30,6,40,6,61,8,6,36,63,30,61,63,664,436
68,53,55,80,56,75,58,69,59,54,70,75,73,76,75,93,1040
10,19,22,41,24,45,24,98,23,25,43,100,35,102,102,376,752
84,74,82,60,81,64,61,58,66,44,71,83,69,82,50,60,1050
9,18,20,57,20,36,20,103,20,28,34,97,55,97,105,370,758
129,77,87,79,88,66,64,42,92,74,52,42,63,43,57,34,1064
760,69,80,6,80,2,2,0,70,13,1,0,5,0,1,0,344
36,44,45,59,47,66,48,92,39,44,73,97,62,99,87,151,994
821,59,59,5,59,6,5,0,60,5,5,0,4,0,1,0,278
114,83,85,54,81,80,71,46,84,66,75,53,57,49,47,44,1068
6,19,19,50,21,48,30,99,20,25,49,104,47,106,100,346,792
81,69,69,80,79,54,54,64,75,50,58,68,64,78,70,76,1036
14,21,30,55,29,50,40,97,23,39,47,107,54,106,99,278,876
18,31,31,44,25,58,33,99,30,40,53,92,51,86,98,300,844
35,30,36,62,38,64,45,91,36,45,60,97,54,99,97,200,944
17,31,28,49,31,50,37,103,28,38,56,99,49,102,100,271,876
303,104,111,52,109,43,36,19,106,38,39,24,52,22,21,10,850
70,65,66,76,68,68,74,63,65,71,70,67,74,69,63,60,1104
809,63,67,2,67,4,2,0,63,6,4,0,2,0,0,0,288
380,105,111,44,113,36,23,14,104,30,39,13,43,15,13,6,756
3,18,16,34,15,50,19,96,13,23,54,90,40,89,91,438,690
570,108,102,16,102,14,19,2,110,14,12,1,14,1,4,0,552
51,52,60,57,44,81,60,78,54,46,63,100,71,84,80,108,1036
273,109,112,60,112,39,48,17,106,50,42,18,63,18,14,8,906
100,80,78,74,79,70,63,52,87,55,64,58,66,59,59,45,1062
1,2,2,29,1,31,0,9,1,0,31,9,31,8,8,926,162
0,8,10,45,11,44,16,82,12,12,41,88,40,89,86,505,612
65,72,58,57,68,67,77,73,64,67,85,69,55,79,65,68,1100
496,107,111,17,109,29,23,3,105,22,29,8,21,6,1,2,636
77,71,73,61,68,60,50,78,70,62,56,68,67,63,77,88,1036
128,78,87,59,90,66,52,53,81,59,66,55,53,58,56,48,1024
831,59,60,1,60,4,3,1,58,5,5,0,2,0,0,0,266
233,108,99,60,102,55,49,26,110,41,56,25,55,28,28,14,932
71,70,72,52,73,82,71,62,65,69,88,66,56,67,57,68,1090
155,94,112,57,115,58,49,32,94,54,61,45,54,48,32,29,1008
45,53,47,60,48,66,55,92,49,52,71,89,63,90,88,121,1030
308,129,126,38,119,35,44,11,131,36,26,16,43,9,13,5,856
15,30,35,57,31,56,55,90,34,46,48,104,57,100,94,237,938
211,98,103,53,103,64,54,29,102,61,60,27,49,27,33,15,978
18,31,26,59,26,43,35,119,28,49,46,100,62,100,116,231,924
124,82,75,63,69,67,66,56,89,58,54,57,62,51,63,53,1036
258,107,107,46,102,58,46,25,100,49,60,22,58,17,18,16,910
318,115,117,32,110,51,38,18,113,37,46,21,41,14,16,2,844
8,17,13,34,15,43,14,89,14,13,48,86,35,88,86,486,622
195,97,92,71,101,47,49,38,95,50,58,32,64,41,36,23,970
131,90,84,81,87,62,62,40,96,53,59,43,72,46,46,37,1036
768,71,71,5,73,5,5,1,70,6,8,0,4,2,0,0,332
281,104,109,56,115,42,42,17,101,47,51,17,53,23,14,17,880
72,67,65,67,53,72,56,76,65,52,62,78,81,66,74,83,1042
170,102,85,60,82,61,58,44,103,40,57,45,62,42,45,33,984
9,30,38,54,33,63,60,86,39,59,49,95,50,90,95,239,960
41,47,50,82,56,55,54,86,46,54,62,89,77,95,85,110,1046
909,40,42,2,42,3,2,0,40,4,3,0,2,0,0,0,186
833,57,58,3,57,5,5,0,57,5,4,1,4,0,0,0,266
247,97,106,66,109,51,47,17,109,46,42,27,51,30,29,15,920
247,109,111,47,112,57,40,26,110,45,57,23,45,24,27,9,918
276,111,118,48,119,51,31,19,112,39,51,18,46,19,20,11,872
291,118,112,46,110,45,42,18,121,36,40,18,45,16,21,10,866
1,7,8,37,6,38,21,84,8,15,35,91,38,89,85,526,598
718,80,81,7,79,8,7,2,79,8,7,2,10,0,1,0,386
754,71,75,4,73,11,4,1,72,7,8,2,5,0,2,0,346
216,91,99,61,105,56,50,30,93,59,60,29,53,35,32,20,962
37,44,34,66,48,47,61,86,40,46,65,91,56,105,82,181,978
88,75,65,88,66,61,61,66,72,63,65,54,90,55,63,57,1068
32,35,44,59,36,70,43,91,40,52,57,91,62,83,96,198,954
2,7,8,30,5,31,11,61,3,6,32,67,37,64,57,668,436
339,104,112,55,115,35,27,15,108,37,34,13,48,16,19,12,802
2,9,9,38,10,26,6,72,8,9,28,69,38,70,71,624,478
0,6,5,30,8,29,7,53,7,5,31,54,26,57,54,717,384
725,78,74,10,74,11,8,2,80,6,9,0,8,0,4,0,378
473,102,105,33,103,27,27,5,103,22,24,13,34,11,6,1,664
463,112,108,28,105,29,28,6,109,23,29,7,34,4,3,1,676
116,76,83,67,83,72,54,49,76,52,72,58,67,58,49,57,1022
0,1,1,31,1,31,0,3,1,0,31,3,31,3,3,949,140
66,63,62,63,61,61,59,78,55,64,68,72,72,71,70,104,1042
6,14,12,40,15,41,23,87,17,10,41,98,34,101,90,460,656
162,97,99,61,97,52,59,39,96,57,51,43,64,41,38,33,1010
77,67,70,69,65,71,63,65,65,57,68,74,76,69,63,70,1062
143,83,92,52,86,76,72,43,82,82,71,42,59,36,42,28,1072
38,37,40,63,44,66,57,85,42,52,65,93,54,97,90,166,994
596,96,94,21,95,14,14,4,94,13,17,3,22,4,2,0,520
2,10,15,33,7,53,20,91,10,20,45,96,41,88,91,467,660
35,46,40,50,37,57,41,98,40,46,60,87,59,84,92,217,924
164,92,94,52,86,67,49,47,84,53,67,45,68,37,39,45,982
26,35,24,62,33,46,50,101,35,45,55,95,53,104,101,224,934
1,5,7,36,5,34,12,70,5,13,32,71,38,69,70,621,492
124,93,93,66,88,66,55,45,95,53,59,47,69,42,47,47,1026
23,35,31,44,31,44,37,100,24,30,55,103,55,103,89,285,848
88,85,86,67,75,69,66,54,82,51,61,70,81,59,51,44,1074
254,114,113,55,114,37,48,24,112,55,40,16,56,17,22,12,926
8,16,24,51,20,56,17,91,29,17,39,99,42,95,104,381,734
93,83,77,64,74,73,57,55,82,47,71,59,68,56,54,76,1024
91,89,85,65,83,62,68,50,87,57,62,57,69,55,48,61,1062
29,47,39,58,39,56,37,105,43,46,60,88,62,88,101,191,952
472,110,107,27,106,25,30,7,111,31,23,3,27,2,8,0,678
32,29,35,58,29,56,31,82,35,23,44,96,58,90,88,303,808
129,95,87,51,88,69,49,52,84,47,81,46,61,47,41,62,994
13,27,24,55,21,44,29,102,25,26,43,102,60,99,100,319,812
1061,7,7,0,7,0,0,0,7,0,0,0,0,0,0,0,28
189,93,110,64,108,62,42,29,99,53,54,35,60,33,35,23,972
95,92,91,54,87,67,56,61,79,71,76,45,71,41,48,55,1066
12,29,30,59,32,61,32,91,31,37,61,87,55,89,93,290,856
150,94,91,56,92,67,59,42,94,59,68,39,55,40,42,41,1016
191,101,98,59,108,52,58,31,101,57,62,29,49,39,31,23,990
176,90,100,65,95,53,54,40,86,57,52,47,74,42,36,22,1002
187,100,101,73,101,56,54,27,101,50,55,32,72,32,28,20,986
189,103,105,53,103,57,48,36,100,54,58,32,58,30,33,30,972
217,105,112,56,106,63,49,23,113,50,49,29,54,23,31,9,962
336,116,112,32,112,40,41,18,115,40,41,15,33,15,17,6,828
133,95,96,60,92,62,64,45,94,65,59,45,65,41,44,29,1056
419,118,114,29,117,28,27,10,116,29,33,4,28,7,8,2,724
67,69,67,90,64,67,67,57,74,55,59,67,88,64,62,72,1072
193,95,99,62,95,63,52,34,97,51,57,39,64,35,36,17,982
173,97,88,56,96,69,43,47,91,53,83,28,54,36,41,34,978
3,14,14,35,15,41,22,96,10,25,46,93,38,94,92,451,682
391,118,108,35,110,23,46,12,116,41,27,7,35,9,10,1,784
45,36,54,43,47,71,45,89,43,57,57,95,43,88,96,180,966
17,24,25,43,26,50,34,96,21,29,54,102,45,103,93,327,808
558,98,98,27,99,18,14,6,97,19,20,1,27,2,5,0,564
51,48,55,64,47,73,45,85,48,49,65,88,72,80,85,134,998
157,101,101,68,106,58,59,32,108,61,56,30,56,35,39,22,1030
19,29,32,52,30,55,42,98,33,39,49,104,50,102,102,253,898
241,108,117,36,115,53,52,25,109,62,50,24,37,22,26,12,950
337,121,108,40,106,31,54,13,118,40,32,14,45,12,10,8,838
86,68,70,68,62,57,72,65,69,58,48,81,75,73,66,71,1062
0,4,1,34,8,29,7,37,4,2,36,39,27,46,37,778,320
0,2,3,32,2,32,2,26,3,1,30,28,32,27,27,842,250
308,107,114,39,111,42,42,23,106,51,40,21,43,18,22,2,872
13,21,24,58,26,53,35,103,20,33,56,108,57,110,102,270,874
325,102,99,48,103,43,46,20,104,45,45,18,42,22,22,5,850
419,109,116,29,112,29,29,11,105,34,29,13,37,9,7,1,732
64,68,61,65,64,65,51,89,62,66,74,67,68,70,83,72,1070
68,59,63,71,66,80,51,73,63,61,79,67,64,70,77,77,1056
755,66,69,8,69,13,3,3,65,5,14,4,9,4,2,0,342
1,3,5,36,3,30,5,48,5,5,26,50,36,48,50,738,360
75,72,66,83,72,63,50,67,69,55,72,56,80,62,64,83,1036
126,82,75,75,82,61,60,52,88,47,62,58,62,65,58,36,1034
175,100,101,53,100,55,62,41,92,73,62,31,62,30,33,19,1030
0,2,1,31,3,29,0,5,2,0,31,4,29,6,5,941,148
379,107,120,42,124,27,36,6,111,49,27,6,34,10,10,1,794
14,32,33,65,27,64,43,91,33,36,57,99,70,93,92,240,914
641,88,94,14,96,11,12,0,90,18,11,0,10,2,2,0,478
25,50,47,70,47,60,49,91,43,44,67,93,77,93,84,149,1008
5,22,13,48,19,41,27,105,18,26,51,97,46,103,101,367,770
61,63,75,64,61,89,51,65,68,51,70,77,73,63,70,88,1042
277,110,107,46,106,53,55,15,111,46,51,21,46,20,16,9,904
59,60,66,58,61,69,62,70,57,62,67,76,66,71,67,118,1036
527,104,106,22,103,22,22,3,104,23,19,4,25,1,3,1,606
10,23,17,48,22,41,28,109,19,25,50,106,47,111,105,328,804
274,113,119,47,112,50,47,14,111,48,45,19,56,12,12,10,900
151,86,93,64,92,58,59,46,83,66,60,46,68,45,43,29,1034
105,78,86,61,84,85,59,44,83,61,78,50,58,48,49,60,1044
81,51,55,83,56,75,48,72,54,63,73,61,79,62,75,101,1018
146,84,88,47,79,76,64,46,81,55,70,59,59,50,43,42,1020
29,46,46,69,51,65,43,93,50,50,66,86,60,91,97,147,1006
9,21,22,45,19,47,34,107,17,37,48,105,52,102,103,321,830
187,86,104,71,111,70,45,22,104,58,59,27,46,34,40,25,980
526,96,105,33,106,22,14,2,101,21,18,4,27,5,7,2,596
1,17,19,49,26,40,25,99,17,24,47,102,42,109,99,373,764
261,110,112,55,112,46,38,24,109,43,47,21,56,21,23,11,898
408,113,107,29,111,35,35,11,115,34,37,6,23,10,13,2,748
2,6,8,27,3,37,9,61,3,8,35,64,35,59,58,674,430
289,115,105,39,99,54,49,22,113,38,50,23,47,17,20,9,878
417,115,108,31,112,34,32,8,116,28,37,5,26,9,9,2,730
370,128,114,27,116,26,37,17,120,29,36,11,33,13,9,3,782
75,66,72,66,70,77,66,58,79,64,62,66,55,64,71,78,1066
107,82,86,78,85,50,67,54,84,73,47,52,77,51,56,40,1082
112,82,85,78,86,63,59,47,83,57,63,52,76,53,48,45,1048
126,90,94,68,90,64,61,44,98,62,52,47,64,43,52,34,1052
12,18,29,44,24,71,39,86,29,27,55,109,38,104,97,307,836
818,61,60,5,60,3,7,0,61,6,3,0,5,0,0,0,284
129,81,79,65,82,70,61,47,82,56,72,50,61,53,48,53,1024
6,14,10,49,12,42,20,95,12,19,46,92,49,94,93,436,686
63,68,55,69,58,61,52,82,64,44,68,77,70,80,78,100,1022
29,27,30,62,38,57,35,104,35,50,57,92,46,100,112,215,930
16,29,25,60,32,45,42,90,34,42,47,86,48,93,95,305,852
1077,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,12
450,113,98,24,96,31,41,11,107,29,35,8,32,6,5,3,706
41,64,56,71,60,68,56,77,62,49,74,76,69,80,75,111,1042
237,108,110,60,111,52,46,21,115,50,46,19,52,20,28,14,934
101,70,64,78,62,57,55,66,65,48,60,67,85,65,61,85,1006
395,121,123,31,119,26,35,6,119,35,24,8,37,4,4,2,762
382,114,120,35,123,32,35,6,119,42,30,5,27,8,11,0,784
14,20,19,43,21,51,21,99,21,23,52,96,40,98,100,371,748
5,5,3,33,8,32,4,66,6,5,36,63,27,68,67,661,432
503,105,100,32,101,20,25,5,106,18,20,7,30,8,6,3,626
1,9,10,40,11,36,10,77,14,17,32,71,34,72,82,573,542
1058,8,7,0,7,0,1,0,8,0,0,0,0,0,0,0,32
19,28,31,54,23,55,34,90,30,30,45,97,60,89,92,312,822
13,22,25,52,23,54,39,99,24,37,50,104,52,102,101,292,860
160,91,88,69,89,60,54,43,84,52,68,42,75,43,36,35,1000
10,27,24,56,23,44,41,108,26,45,44,101,58,100,107,275,890
6,12,18,38,16,45,10,89,18,19,37,86,34,84,95,482,630
657,86,91,13,92,8,12,1,85,16,10,2,13,3,0,0,460
240,102,104,55,105,53,57,21,104,52,52,28,52,29,23,12,946
